date,product_id,warehouse_location,units_sold,is_promotion,local_temp_c
2025-01-10,501,Dubai,5,0,30
2025-01-10,601,Lagos,6,0,31
2025-01-10,601,London,7,1,18
2025-01-10,601,New York,14,0,17
2025-01-10,601,Dubai,3,0,29
2025-01-11,101,Lagos,5,0,26
2025-01-11,101,London,4,0,11
2025-01-11,101,New York,5,0,5
2025-01-11,101,Dubai,10,0,27
2025-01-11,102,Lagos,5,0,32
2025-01-11,102,London,2,0,13
2025-01-11,102,New York,8,0,16
2025-01-11,102,Dubai,3,0,33
2025-01-11,201,Lagos,20,0,31
2025-01-11,201,London,25,0,13
2025-01-11,201,New York,24,0,12
2025-01-11,201,Dubai,19,0,30
2025-01-11,202,Lagos,17,0,33
2025-01-11,202,London,18,0,5
2025-01-11,202,New York,32,0,9
2025-01-11,202,Dubai,21,0,30
2025-01-11,301,Lagos,12,0,33
2025-01-11,301,London,6,0,12
2025-01-11,301,New York,2,0,13
2025-01-11,301,Dubai,3,0,25
2025-01-11,401,Lagos,4,0,27
2025-01-11,401,London,11,0,10
2025-01-11,401,New York,9,0,3
2025-01-11,401,Dubai,2,0,32
2025-01-11,501,Lagos,4,0,31
2025-01-11,501,London,9,0,4
2025-01-11,501,New York,9,0,3
2025-01-11,501,Dubai,5,0,28
2025-01-11,601,Lagos,12,0,26
2025-01-11,601,London,10,0,8
2025-01-11,601,New York,10,0,0
2025-01-11,601,Dubai,10,0,32
2025-01-12,101,Lagos,11,0,27
2025-01-12,101,London,4,0,11
2025-01-12,101,New York,13,0,5
2025-01-12,101,Dubai,3,0,29
2025-01-12,102,Lagos,13,0,25
2025-01-12,102,London,14,0,16
2025-01-12,102,New York,13,0,18
2025-01-12,102,Dubai,9,0,25
2025-01-12,201,Lagos,22,0,30
2025-01-12,201,London,27,0,11
2025-01-12,201,New York,31,0,14
2025-01-12,201,Dubai,27,0,34
2025-01-12,202,Lagos,21,0,29
2025-01-12,202,London,26,0,7
2025-01-12,202,New York,23,0,17
2025-01-12,202,Dubai,21,0,34
2025-01-12,301,Lagos,8,0,32
2025-01-12,301,London,4,0,12
2025-01-12,301,New York,3,0,10
2025-01-12,301,Dubai,9,0,31
2025-01-12,401,Lagos,13,0,32
2025-01-12,401,London,2,0,12
2025-01-12,401,New York,3,0,12
2025-01-12,401,Dubai,11,0,26
2025-01-12,501,Lagos,8,0,26
2025-01-12,501,London,12,0,12
2025-01-12,501,New York,3,0,2
2025-01-12,501,Dubai,12,0,28
2025-01-12,601,Lagos,14,0,29
2025-01-12,601,London,13,0,11
2025-01-12,601,New York,10,0,6
2025-01-12,601,Dubai,5,0,25
2025-01-13,101,Lagos,4,0,32
2025-01-13,101,London,3,0,4
2025-01-13,101,New York,10,0,13
2025-01-13,101,Dubai,10,0,33
2025-01-13,102,Lagos,9,0,34
2025-01-13,102,London,6,0,10
2025-01-13,102,New York,13,0,13
2025-01-13,102,Dubai,9,0,26
2025-01-13,201,Lagos,26,0,32
2025-01-13,201,London,27,0,18
2025-01-13,201,New York,37,0,1
2025-01-13,201,Dubai,29,0,34
2025-01-13,202,Lagos,21,0,29
2025-01-13,202,London,31,0,8
2025-01-13,202,New York,17,0,9
2025-01-13,202,Dubai,15,0,25
2025-01-13,301,Lagos,9,0,27
2025-01-13,301,London,7,0,14
2025-01-13,301,New York,10,0,13
2025-01-13,301,Dubai,6,0,33
2025-01-13,401,Lagos,9,0,33
2025-01-13,401,London,4,0,11
2025-01-13,401,New York,11,0,7
2025-01-13,401,Dubai,10,0,26
2025-01-13,501,Lagos,9,0,30
2025-01-13,501,London,9,0,15
2025-01-13,501,New York,11,0,4
2025-01-13,501,Dubai,13,0,29
2025-01-13,601,Lagos,14,0,32
2025-01-13,601,London,14,0,18
2025-01-13,601,New York,11,0,7
2025-01-13,601,Dubai,3,0,25
2025-01-14,101,Lagos,7,0,32
2025-01-14,101,London,13,0,15
2025-01-14,101,New York,10,0,12
2025-01-14,101,Dubai,10,0,28
2025-01-14,102,Lagos,12,0,31
2025-01-14,102,London,6,0,18
2025-01-14,102,New York,29,1,6
2025-01-14,102,Dubai,3,0,31
2025-01-14,201,Lagos,25,0,25
2025-01-14,201,London,20,0,1
2025-01-14,201,New York,30,0,15
2025-01-14,201,Dubai,19,0,34
2025-01-14,202,Lagos,21,0,29
2025-01-14,202,London,29,0,3
2025-01-14,202,New York,16,0,16
2025-01-14,202,Dubai,28,0,30
2025-01-14,301,Lagos,2,0,32
2025-01-14,301,London,12,0,13
2025-01-14,301,New York,14,0,2
2025-01-14,301,Dubai,5,0,31
2025-01-14,401,Lagos,14,0,30
2025-01-14,401,London,4,0,1
2025-01-14,401,New York,3,0,16
2025-01-14,401,Dubai,4,0,31
2025-01-14,501,Lagos,8,0,28
2025-01-14,501,London,3,0,19
2025-01-14,501,New York,7,0,2
2025-01-14,501,Dubai,2,0,32
2025-01-14,601,Lagos,13,0,29
2025-01-14,601,London,12,0,18
2025-01-14,601,New York,10,0,0
2025-01-14,601,Dubai,11,0,26
2025-01-15,101,Lagos,14,0,25
2025-01-15,101,London,10,0,17
2025-01-15,101,New York,13,0,7
2025-01-15,101,Dubai,13,0,25
2025-01-15,102,Lagos,14,0,26
2025-01-15,102,London,18,1,11
2025-01-15,102,New York,6,0,2
2025-01-15,102,Dubai,5,0,33
2025-01-15,201,Lagos,18,0,28
2025-01-15,201,London,23,0,1
2025-01-15,201,New York,26,0,12
2025-01-15,201,Dubai,19,0,26
2025-01-15,202,Lagos,27,0,25
2025-01-15,202,London,28,0,10
2025-01-15,202,New York,19,0,16
2025-01-15,202,Dubai,31,0,30
2025-01-15,301,Lagos,7,0,25
2025-01-15,301,London,11,0,17
2025-01-15,301,New York,13,0,0
2025-01-15,301,Dubai,2,0,25
2025-01-15,401,Lagos,14,0,30
2025-01-15,401,London,8,0,6
2025-01-15,401,New York,11,0,17
2025-01-15,401,Dubai,3,0,25
2025-01-15,501,Lagos,9,0,27
2025-01-15,501,London,12,0,5
2025-01-15,501,New York,10,0,8
2025-01-15,501,Dubai,3,0,32
2025-01-15,601,Lagos,3,0,28
2025-01-15,601,London,12,0,10
2025-01-15,601,New York,5,0,5
2025-01-15,601,Dubai,11,0,27
2025-01-16,101,Lagos,10,0,26
2025-01-16,101,London,7,0,11
2025-01-16,101,New York,14,0,18
2025-01-16,101,Dubai,11,0,28
2025-01-16,102,Lagos,14,0,31
2025-01-16,102,London,6,0,18
2025-01-16,102,New York,13,0,17
2025-01-16,102,Dubai,4,0,32
2025-01-16,201,Lagos,30,0,34
2025-01-16,201,London,16,0,14
2025-01-16,201,New York,18,0,19
2025-01-16,201,Dubai,19,0,28
2025-01-16,202,Lagos,30,0,27
2025-01-16,202,London,23,0,1
2025-01-16,202,New York,16,0,3
2025-01-16,202,Dubai,23,0,27
2025-01-16,301,Lagos,11,0,27
2025-01-16,301,London,14,0,14
2025-01-16,301,New York,2,0,7
2025-01-16,301,Dubai,5,0,31
2025-01-16,401,Lagos,11,0,26
2025-01-16,401,London,8,0,5
2025-01-16,401,New York,14,0,14
2025-01-16,401,Dubai,9,0,28
2025-01-16,501,Lagos,3,0,25
2025-01-16,501,London,12,0,1
2025-01-16,501,New York,4,0,0
2025-01-16,501,Dubai,9,0,28
2025-01-16,601,Lagos,14,0,34
2025-01-16,601,London,4,0,15
2025-01-16,601,New York,11,0,11
2025-01-16,601,Dubai,10,0,28
2025-01-17,101,Lagos,9,0,25
2025-01-17,101,London,10,0,19
2025-01-17,101,New York,13,0,4
2025-01-17,101,Dubai,6,0,25
2025-01-17,102,Lagos,2,0,32
2025-01-17,102,London,13,0,5
2025-01-17,102,New York,13,0,19
2025-01-17,102,Dubai,3,0,33
2025-01-17,201,Lagos,19,0,25
2025-01-17,201,London,20,0,4
2025-01-17,201,New York,12,0,11
2025-01-17,201,Dubai,24,0,32
2025-01-17,202,Lagos,95,1,33
2025-01-17,202,London,32,0,10
2025-01-17,202,New York,19,0,19
2025-01-17,202,Dubai,31,0,26
2025-01-17,301,Lagos,11,0,32
2025-01-17,301,London,3,0,7
2025-01-17,301,New York,14,0,4
2025-01-17,301,Dubai,7,0,25
2025-01-17,401,Lagos,8,0,34
2025-01-17,401,London,3,0,7
2025-01-17,401,New York,9,0,7
2025-01-17,401,Dubai,10,0,25
2025-01-17,501,Lagos,2,0,29
2025-01-17,501,London,6,0,1
2025-01-17,501,New York,3,0,8
2025-01-17,501,Dubai,2,0,33
2025-01-17,601,Lagos,6,0,33
2025-01-17,601,London,12,0,5
2025-01-17,601,New York,5,0,5
2025-01-17,601,Dubai,3,0,33
2025-01-18,101,Lagos,8,0,25
2025-01-18,101,London,9,0,6
2025-01-18,101,New York,10,0,0
2025-01-18,101,Dubai,13,0,29
2025-01-18,102,Lagos,4,0,33
2025-01-18,102,London,2,0,16
2025-01-18,102,New York,4,0,10
2025-01-18,102,Dubai,4,0,34
2025-01-18,201,Lagos,26,0,29
2025-01-18,201,London,28,0,5
2025-01-18,201,New York,27,0,11
2025-01-18,201,Dubai,17,0,28
2025-01-18,202,Lagos,28,0,26
2025-01-18,202,London,33,0,10
2025-01-18,202,New York,32,0,14
2025-01-18,202,Dubai,23,0,28
2025-01-18,301,Lagos,6,0,27
2025-01-18,301,London,3,0,3
2025-01-18,301,New York,6,0,14
2025-01-18,301,Dubai,13,0,34
2025-01-18,401,Lagos,5,0,26
2025-01-18,401,London,2,0,10
2025-01-18,401,New York,8,0,9
2025-01-18,401,Dubai,8,0,31
2025-01-18,501,Lagos,9,0,34
2025-01-18,501,London,9,0,3
2025-01-18,501,New York,7,0,0
2025-01-18,501,Dubai,13,0,34
2025-01-18,601,Lagos,41,1,29
2025-01-18,601,London,7,0,8
2025-01-18,601,New York,11,0,9
2025-01-18,601,Dubai,9,0,25
2025-01-19,101,Lagos,11,0,28
2025-01-19,101,London,3,0,3
2025-01-19,101,New York,13,0,17
2025-01-19,101,Dubai,4,0,25
2025-01-19,102,Lagos,8,0,25
2025-01-19,102,London,4,0,0
2025-01-19,102,New York,8,0,15
2025-01-19,102,Dubai,6,0,31
2025-01-19,201,Lagos,31,0,33
2025-01-19,201,London,21,0,6
2025-01-19,201,New York,17,0,6
2025-01-19,201,Dubai,60,1,27
2025-01-19,202,Lagos,24,0,31
2025-01-19,202,London,37,0,4
2025-01-19,202,New York,15,0,7
2025-01-19,202,Dubai,22,0,31
2025-01-19,301,Lagos,5,0,26
2025-01-19,301,London,13,0,7
2025-01-19,301,New York,7,0,2
2025-01-19,301,Dubai,7,0,34
2025-01-19,401,Lagos,4,0,26
2025-01-19,401,London,8,0,5
2025-01-19,401,New York,2,0,19
2025-01-19,401,Dubai,9,0,34
2025-01-19,501,Lagos,5,0,33
2025-01-19,501,London,8,0,15
2025-01-19,501,New York,13,0,11
2025-01-19,501,Dubai,9,0,31
2025-01-19,601,Lagos,13,0,30
2025-01-19,601,London,6,0,11
2025-01-19,601,New York,2,0,19
2025-01-19,601,Dubai,7,0,32
2025-01-20,101,Lagos,8,0,29
2025-01-20,101,London,13,0,1
2025-01-20,101,New York,14,0,0
2025-01-20,101,Dubai,8,0,26
2025-01-20,102,Lagos,10,0,33
2025-01-20,102,London,10,0,2
2025-01-20,102,New York,5,0,3
2025-01-20,102,Dubai,3,0,27
2025-01-20,201,Lagos,27,0,29
2025-01-20,201,London,24,0,16
2025-01-20,201,New York,26,0,2
2025-01-20,201,Dubai,28,0,30
2025-01-20,202,Lagos,20,0,33
2025-01-20,202,London,18,0,1
2025-01-20,202,New York,15,0,17
2025-01-20,202,Dubai,29,0,30
2025-01-20,301,Lagos,2,0,25
2025-01-20,301,London,7,0,19
2025-01-20,301,New York,4,0,5
2025-01-20,301,Dubai,10,0,26
2025-01-20,401,Lagos,9,0,28
2025-01-20,401,London,10,0,12
2025-01-20,401,New York,13,0,12
2025-01-20,401,Dubai,5,0,30
2025-01-20,501,Lagos,47,1,31
2025-01-20,501,London,4,0,4
2025-01-20,501,New York,4,0,1
2025-01-20,501,Dubai,12,0,32
2025-01-20,601,Lagos,10,0,33
2025-01-20,601,London,4,0,13
2025-01-20,601,New York,4,0,15
2025-01-20,601,Dubai,13,0,28
2025-01-21,101,Lagos,8,0,29
2025-01-21,101,London,8,0,19
2025-01-21,101,New York,5,0,6
2025-01-21,101,Dubai,3,0,28
2025-01-21,102,Lagos,14,0,30
2025-01-21,102,London,8,0,4
2025-01-21,102,New York,8,0,5
2025-01-21,102,Dubai,6,0,34
2025-01-21,201,Lagos,25,0,29
2025-01-21,201,London,22,0,17
2025-01-21,201,New York,28,0,16
2025-01-21,201,Dubai,14,0,29
2025-01-21,202,Lagos,21,0,28
2025-01-21,202,London,16,0,17
2025-01-21,202,New York,21,0,19
2025-01-21,202,Dubai,29,0,34
2025-01-21,301,Lagos,14,0,25
2025-01-21,301,London,9,0,0
2025-01-21,301,New York,3,0,0
2025-01-21,301,Dubai,11,0,32
2025-01-21,401,Lagos,6,0,31
2025-01-21,401,London,3,0,7
2025-01-21,401,New York,2,0,12
2025-01-21,401,Dubai,4,0,25
2025-01-21,501,Lagos,8,0,32
2025-01-21,501,London,10,0,0
2025-01-21,501,New York,14,0,2
2025-01-21,501,Dubai,9,0,28
2025-01-21,601,Lagos,6,0,28
2025-01-21,601,London,12,0,18
2025-01-21,601,New York,8,0,18
2025-01-21,601,Dubai,12,0,29
2025-01-22,101,Lagos,7,0,34
2025-01-22,101,London,7,0,15
2025-01-22,101,New York,13,0,7
2025-01-22,101,Dubai,9,0,26
2025-01-22,102,Lagos,8,1,28
2025-01-22,102,London,10,0,17
2025-01-22,102,New York,11,0,11
2025-01-22,102,Dubai,12,0,30
2025-01-22,201,Lagos,28,0,26
2025-01-22,201,London,31,0,7
2025-01-22,201,New York,19,0,7
2025-01-22,201,Dubai,35,0,33
2025-01-22,202,Lagos,18,0,28
2025-01-22,202,London,27,0,13
2025-01-22,202,New York,19,0,6
2025-01-22,202,Dubai,23,0,26
2025-01-22,301,Lagos,6,0,29
2025-01-22,301,London,9,0,13
2025-01-22,301,New York,8,0,10
2025-01-22,301,Dubai,7,0,33
2025-01-22,401,Lagos,7,0,26
2025-01-22,401,London,3,0,14
2025-01-22,401,New York,5,0,14
2025-01-22,401,Dubai,4,0,30
2025-01-22,501,Lagos,12,0,25
2025-01-22,501,London,9,0,18
2025-01-22,501,New York,8,0,6
2025-01-22,501,Dubai,13,0,29
2025-01-22,601,Lagos,9,0,32
2025-01-22,601,London,2,0,2
2025-01-22,601,New York,2,0,2
2025-01-22,601,Dubai,11,0,33
2025-01-23,101,Lagos,11,0,31
2025-01-23,101,London,12,0,8
2025-01-23,101,New York,14,0,3
2025-01-23,101,Dubai,7,0,34
2025-01-23,102,Lagos,7,0,33
2025-01-23,102,London,3,0,19
2025-01-23,102,New York,12,0,5
2025-01-23,102,Dubai,9,0,34
2025-01-23,201,Lagos,29,0,28
2025-01-23,201,London,28,0,4
2025-01-23,201,New York,58,1,9
2025-01-23,201,Dubai,30,0,33
2025-01-23,202,Lagos,27,0,31
2025-01-23,202,London,27,0,4
2025-01-23,202,New York,27,0,1
2025-01-23,202,Dubai,15,0,27
2025-01-23,301,Lagos,2,0,27
2025-01-23,301,London,7,0,11
2025-01-23,301,New York,11,0,3
2025-01-23,301,Dubai,4,0,28
2025-01-23,401,Lagos,8,0,25
2025-01-23,401,London,3,0,16
2025-01-23,401,New York,12,0,14
2025-01-23,401,Dubai,12,0,30
2025-01-23,501,Lagos,14,0,30
2025-01-23,501,London,5,0,14
2025-01-23,501,New York,12,0,14
2025-01-23,501,Dubai,13,0,33
2025-01-23,601,Lagos,11,0,33
2025-01-23,601,London,5,0,17
2025-01-23,601,New York,4,0,16
2025-01-23,601,Dubai,7,0,25
2025-01-24,101,Lagos,12,0,29
2025-01-24,101,London,4,0,13
2025-01-24,101,New York,11,0,4
2025-01-24,101,Dubai,5,0,34
2025-01-24,102,Lagos,6,0,34
2025-01-24,102,London,5,0,6
2025-01-24,102,New York,3,0,3
